All stats are averaged over 10-runs,,,,,,,
N_zp,T,K,tiles (per dim),Runtime [micro-s./frame],Runtime variance,FPS [frames/s.],cycle-count [clock-tics/frame]
1026,1026,3,1,21787.8,4266.48,48,8.72E+07
1026,1025,3,2,74507.7,30628.2,14.5,2.98E+08
1026,1024,3,2,58783.9,374.86,16.7,2.35E+08
1026,1023,3,2,59537.9,510.607,16.2,2.38E+08
1026,1022,3,2,58185.2,195.808,17,2.33E+08
1026,1021,3,2,75911.3,34039.6,14.1,3.04E+08
1026,1020,3,2,74447.8,26608.1,14.4,2.98E+08
1026,1019,3,2,58511.5,658.048,16.8,2.34E+08
1026,1018,3,2,73619.7,34073.1,14.8,2.94E+08
1026,1017,3,2,74282.9,33678.5,14.4,2.97E+08
1026,1016,3,2,59310.9,498.888,16.3,2.37E+08
1026,1015,3,2,75724.9,34023.3,14.1,3.03E+08
1026,1014,3,2,57579.6,555.514,17,2.30E+08
1026,1013,3,2,57561.3,448.026,17,2.30E+08
1026,1012,3,2,60024.3,361.749,16,2.40E+08
1026,1011,3,2,57224.6,222.261,17,2.29E+08
1026,1010,3,2,52313.8,560.832,18.8,2.09E+08
1026,1009,3,2,57367.4,465.605,17,2.29E+08
1026,1008,3,2,59220.8,476.797,16.4,2.37E+08
1026,1007,3,2,72032.9,29592.2,14.9,2.88E+08
1026,1006,3,2,56430.5,548.499,17.3,2.26E+08
1026,1005,3,2,58864,719.39,16.6,2.35E+08
1026,1004,3,2,56632.3,344.774,17,2.27E+08
1026,1003,3,2,56407.1,522.404,17.3,2.26E+08
1026,1002,3,2,55988.2,566.967,17.5,2.24E+08
1026,1001,3,2,58183.2,474.941,17,2.33E+08
1026,1000,3,2,57714.4,647.634,17,2.31E+08
1026,999,3,2,55536.5,510.943,17.9,2.22E+08
1026,998,3,2,66804.6,33123.6,16.5,2.67E+08
1026,997,3,2,58147.8,7627.34,17.2,2.33E+08
1026,996,3,2,55975.8,395.616,17.6,2.24E+08
1026,995,3,2,46711.1,523.195,21.2,1.87E+08
1026,994,3,2,57038.5,777.271,16.9,2.28E+08
1026,993,3,2,56807.8,528.41,17.1,2.27E+08
1026,992,3,2,70242.1,29534,15.4,2.81E+08
1026,991,3,2,54843.1,1256.68,17.9,2.19E+08
1026,990,3,2,54824.4,457.096,18,2.19E+08
1026,989,3,2,57514.9,775.534,16.9,2.30E+08
1026,988,3,2,69829.5,25490.4,15.4,2.79E+08
1026,987,3,2,54119,586.31,18,2.16E+08
1026,986,3,2,69468.6,32959.7,15.9,2.78E+08
1026,985,3,2,55845.5,406.11,17.7,2.23E+08
1026,984,3,2,54375.5,1103.72,17.9,2.18E+08
1026,983,3,2,53888.1,765.864,18.1,2.16E+08
1026,982,3,2,69254.3,28988.6,15.6,2.77E+08
1026,981,3,2,52969,334.979,18.4,2.12E+08
1026,980,3,2,45165.2,629.373,21.8,1.81E+08
1026,979,3,2,55253.4,244.806,18,2.21E+08
1026,978,3,2,54986.9,436.674,18,2.20E+08
1026,977,3,2,53433.7,460.935,18.2,2.14E+08
1026,976,3,2,52582.1,327.753,18.8,2.10E+08
1026,975,3,2,69893.9,31422.9,15.6,2.80E+08
1026,974,3,2,54966.4,423.046,18,2.20E+08
1026,973,3,2,52510,870.675,18.8,2.10E+08
1026,972,3,2,67851.4,25022.2,15.8,2.71E+08
1026,971,3,2,53330.1,700.276,18.3,2.13E+08
1026,970,3,2,67178.9,32211.9,16.5,2.69E+08
1026,969,3,2,51372,643.285,19.3,2.05E+08
1026,968,3,2,66737,25034,16.3,2.67E+08
1026,967,3,2,51265.7,399.122,19.3,2.05E+08
1026,966,3,2,63306.6,24300.2,17.1,2.53E+08
1026,965,3,2,51119.3,304.752,19.3,2.04E+08
1026,964,3,2,50970.8,497.464,19.6,2.04E+08
1026,963,3,2,50712.5,512.702,19.8,2.03E+08
1026,962,3,2,52459.1,603.413,18.8,2.10E+08
1026,961,3,2,50971.2,652.399,19.5,2.04E+08
1026,960,3,2,65877.9,32633.2,17.2,2.64E+08
1026,959,3,2,51595.4,610.062,18.9,2.06E+08
1026,958,3,2,66230.1,25837.7,16.6,2.65E+08
1026,957,3,2,49722.7,396.868,20,1.99E+08
1026,956,3,2,50102.8,540.853,19.9,2.00E+08
1026,955,3,2,49869.3,588.865,19.9,1.99E+08
1026,954,3,2,49699.6,393.943,20,1.99E+08
1026,953,3,2,49720.4,538.92,19.9,1.99E+08
1026,952,3,2,43205,353.295,23,1.73E+08
1026,951,3,2,49735.3,696.694,19.9,1.99E+08
1026,950,3,2,49333.7,549.434,20,1.97E+08
1026,949,3,2,50414.2,1452.74,19.6,2.02E+08
1026,948,3,2,49973.2,529.755,20,2.00E+08
1026,947,3,2,63510.5,25439,17.4,2.54E+08
1026,946,3,2,51907,4353.4,19.2,2.08E+08
1026,945,3,2,49816.5,766.625,19.9,1.99E+08
1026,944,3,2,48800.8,775.393,20,1.95E+08
1026,943,3,2,49755.4,322.053,20,1.99E+08
1026,942,3,2,65930.5,32667,17.2,2.64E+08
1026,941,3,2,48631.4,399.082,20,1.95E+08
1026,940,3,2,58508.8,25974.6,18.7,2.34E+08
1026,939,3,2,55056.1,9966.62,18.3,2.20E+08
1026,938,3,2,44386.5,1543.03,22.3,1.78E+08
1026,937,3,2,64713.2,24706.6,16.9,2.59E+08
1026,936,3,2,74125.1,41156.8,16.3,2.97E+08
1026,935,3,2,50774.3,8652.32,19.9,2.03E+08
1026,934,3,2,48056.5,962.17,20.5,1.92E+08
1026,933,3,2,49382.1,862.486,19.9,1.98E+08
1026,932,3,2,47626.2,566.915,20.7,1.91E+08
1026,931,3,2,49543.1,636.326,20,1.98E+08
1026,930,3,2,61654.7,28284.6,17.8,2.47E+08
1026,929,3,2,48493.3,3974.14,20.4,1.94E+08
1026,928,3,2,62389,24252.7,17.6,2.50E+08
1026,927,3,2,47269.9,344.91,21,1.89E+08
1026,926,3,2,61931.4,30726.8,18.2,2.48E+08
1026,925,3,2,39865.6,783.661,24.9,1.59E+08
1026,924,3,2,45673.5,451.783,21.7,1.83E+08
1026,923,3,2,47293.3,831.566,20.9,1.89E+08
1026,922,3,2,61165.4,30496.5,18.5,2.45E+08
1026,921,3,2,45268.6,606.593,21.9,1.81E+08
1026,920,3,2,60807.1,31004.7,18.6,2.43E+08
1026,919,3,2,46608.4,372.599,21.1,1.86E+08
1026,918,3,2,45026.4,471.624,22,1.80E+08
1026,917,3,2,45046.9,314.949,22,1.80E+08
1026,916,3,2,60831.2,24168.8,18,2.43E+08
1026,915,3,2,44554.6,373.494,22,1.78E+08
1026,914,3,2,45686.4,599.309,21.6,1.83E+08
1026,913,3,2,45328,410.031,22,1.81E+08
1026,912,3,2,40572.1,651.924,24.7,1.62E+08
1026,911,3,2,45419.6,922.722,21.8,1.82E+08
1026,910,3,2,53967.9,25228.2,20.2,2.16E+08
1026,909,3,2,54587.8,18317.9,19.6,2.18E+08
1026,908,3,2,50323.6,12487.7,20.5,2.01E+08
1026,907,3,2,44521.4,393.9,22.1,1.78E+08
1026,906,3,2,44745.6,871.803,22.1,1.79E+08
1026,905,3,2,44969,715.504,21.9,1.80E+08
1026,904,3,2,44970.8,431.381,22,1.80E+08
1026,903,3,2,44862.3,784.153,22.1,1.79E+08
1026,902,3,2,59605.9,30514.4,19,2.38E+08
1026,901,3,2,58930.5,26864.3,19.1,2.36E+08
1026,900,3,2,38396.4,1237.48,26,1.54E+08
1026,899,3,2,43513.2,471.209,22.8,1.74E+08
1026,898,3,2,58789.5,29403.1,19.3,2.35E+08
1026,897,3,2,42480.3,346.284,23.1,1.70E+08
1026,896,3,2,43585.4,872.264,22.7,1.74E+08
1026,895,3,2,58104.2,30224.8,19.6,2.32E+08
1026,894,3,2,42534.3,395.609,23.1,1.70E+08
1026,893,3,2,58037.7,29732.1,19.7,2.32E+08
1026,892,3,2,42184.6,418.384,23.4,1.69E+08
1026,891,3,2,42353.1,535.996,23.3,1.69E+08
1026,890,3,2,42038,384.7,23.4,1.68E+08
1026,889,3,2,42350.7,569.294,23.4,1.69E+08
1026,888,3,2,38108.3,548.641,26.5,1.52E+08
1026,887,3,2,41959.9,455.962,23.5,1.68E+08
1026,886,3,2,42573.6,445.558,23.2,1.70E+08
1026,885,3,2,57342.2,29046.5,19.9,2.29E+08
1026,884,3,2,41411.8,394.966,24,1.66E+08
1026,883,3,2,41233.8,369.81,24.3,1.65E+08
1026,882,3,2,41759.4,537.196,23.6,1.67E+08
1026,881,3,2,42260.4,2052.72,23.7,1.69E+08
1026,880,3,2,49289,23699.9,22.4,1.97E+08
1026,879,3,2,45894.5,9943.41,22.6,1.84E+08
1026,878,3,2,40750.2,436.136,24.7,1.63E+08
1026,877,3,2,56384.1,29947,20.7,2.26E+08
1026,876,3,2,50238,22142.1,22.8,2.01E+08
1026,875,3,2,40028.2,333.362,25,1.60E+08
1026,874,3,2,40514.9,570.578,24.8,1.62E+08
1026,873,3,2,56187.9,25340.4,20.2,2.25E+08
1026,872,3,2,40267.8,888.01,24.7,1.61E+08
1026,871,3,2,39551.9,329.739,25,1.58E+08
1026,870,3,2,40120.6,538.343,25,1.60E+08
1026,869,3,2,54818.9,22857.8,20.4,2.19E+08
1026,868,3,2,39984.7,601.621,24.9,1.60E+08
1026,867,3,2,40707.3,876.525,24.6,1.63E+08
1026,866,3,2,55857.2,25258.1,20.2,2.23E+08
1026,865,3,2,39185.4,375.96,25.4,1.57E+08
1026,864,3,2,35394.3,516.322,28.2,1.42E+08
1026,863,3,2,38766.4,251.568,25.9,1.55E+08
1026,862,3,2,48142.3,28379.1,24,1.93E+08
1026,861,3,2,42995.2,8504.68,23.9,1.72E+08
1026,860,3,2,38558,487.445,25.8,1.54E+08
1026,859,3,2,38786.8,367.546,25.8,1.55E+08
1026,858,3,2,38895.1,818.176,25.8,1.56E+08
1026,857,3,2,38800.9,719.261,26,1.55E+08
1026,856,3,2,38544.5,489.125,25.9,1.54E+08
1026,855,3,2,38067.6,482.669,26.6,1.52E+08
1026,854,3,2,39092.4,906.312,25.6,1.56E+08
1026,853,3,2,48006.4,25839.6,24.7,1.92E+08
1026,852,3,2,37706.2,323.943,26.8,1.51E+08
1026,851,3,2,53240.9,24566.4,21.5,2.13E+08
1026,850,3,2,37571,367.819,26.8,1.50E+08
1026,849,3,2,37612.5,441.535,26.7,1.50E+08
1026,848,3,2,37483.1,314.94,27,1.50E+08
1026,847,3,2,52903.6,30823.6,22.4,2.12E+08
1026,846,3,2,52190.7,22760.5,21.8,2.09E+08
1026,845,3,2,37030.1,679.808,26.9,1.48E+08
1026,844,3,2,36562.2,239.452,27,1.46E+08
1026,843,3,2,36779.8,388.116,27,1.47E+08
1026,842,3,2,32062.5,433.735,31.4,1.28E+08
1026,841,3,2,36696.4,487.187,27,1.47E+08
1026,840,3,2,36487.2,397.069,27,1.46E+08
1026,839,3,2,36673.1,597.119,27.1,1.47E+08
1026,838,3,2,53261.3,28318.9,22,2.13E+08
1026,837,3,2,35933.4,309.584,27.7,1.44E+08
1026,836,3,2,36018.5,306.341,27.5,1.44E+08
1026,835,3,2,37036.7,698.566,26.9,1.48E+08
1026,834,3,2,36323.5,512.763,27.3,1.45E+08
1026,833,3,2,36686.6,375.46,27,1.47E+08
1026,832,3,2,32093.2,487.318,31.5,1.28E+08
1026,831,3,2,34028.2,412.885,29.5,1.36E+08
1026,830,3,2,35592.9,451.864,27.9,1.42E+08
1026,829,3,2,35830.8,391.956,27.8,1.43E+08
1026,828,3,2,50711.3,27673.5,23.1,2.03E+08
1026,827,3,2,34929.8,283.59,28.6,1.40E+08
1026,826,3,2,35080.7,594.893,28.6,1.40E+08
1026,825,3,2,35099.1,517.025,28.5,1.40E+08
1026,824,3,2,35079.3,404.716,28.4,1.40E+08
1026,823,3,2,34777.6,395.897,28.6,1.39E+08
1026,822,3,2,50061.3,23748.4,23.1,2.00E+08
1026,821,3,2,31612.8,474.04,31.9,1.26E+08
1026,820,3,2,34988.7,798.925,28.5,1.40E+08
1026,819,3,2,34612.5,439.72,28.9,1.38E+08
1026,818,3,2,35163.6,1564.23,28.4,1.41E+08
1026,817,3,2,49862.1,24043.7,23.4,1.99E+08
1026,816,3,2,34086.3,1182.72,29.5,1.36E+08
1026,815,3,2,34287.9,739.014,29.1,1.37E+08
1026,814,3,2,34045.7,478.015,29.5,1.36E+08
1026,813,3,2,34508.8,1773.04,29.1,1.38E+08
1026,812,3,2,33636.4,580.443,29.9,1.35E+08
1026,811,3,2,28789.2,312.546,34.7,1.15E+08
1026,810,3,2,33052.6,293.639,30.6,1.32E+08
1026,809,3,2,33003.5,323.175,30.6,1.32E+08
1026,808,3,2,32755.8,254.459,30.8,1.31E+08
1026,807,3,2,33617.1,383.135,29.8,1.34E+08
1026,806,3,2,32914.3,637.547,30.5,1.32E+08
1026,805,3,2,32979.3,325.63,30.6,1.32E+08
1026,804,3,2,33109.6,399.7,30.6,1.32E+08
1026,803,3,2,32707.1,264.714,30.8,1.31E+08
1026,802,3,2,33230.1,434.546,30.5,1.33E+08
1026,801,3,2,27973.7,515.318,36.3,1.12E+08
1026,800,3,2,32511.3,519.818,30.8,1.30E+08
1026,799,3,2,32441.6,661.145,31.1,1.30E+08
1026,798,3,2,31931.3,554.873,31.8,1.28E+08
1026,797,3,2,32708.6,699.267,30.9,1.31E+08
1026,796,3,2,32378.7,456.336,31,1.30E+08
1026,795,3,2,47878.1,23543.6,24.5,1.92E+08
1026,794,3,2,31398.7,399.337,32,1.26E+08
1026,793,3,2,31722.9,350.277,31.8,1.27E+08
1026,792,3,2,27808.1,627.753,36.3,1.11E+08
1026,791,3,2,29713.7,488.817,33.8,1.19E+08
1026,790,3,2,43270.4,23454.8,27.4,1.73E+08
1026,789,3,2,49444.2,25947.1,23.7,1.98E+08
1026,788,3,2,31386.3,1095.79,32.3,1.26E+08
1026,787,3,2,30307.9,286.779,33.2,1.21E+08
1026,786,3,2,31145.7,381.619,32.4,1.25E+08
1026,785,3,2,46364.9,20526.2,24.8,1.85E+08
1026,784,3,2,30607,204.443,32.9,1.22E+08
1026,783,3,2,30720.7,562.335,32.7,1.23E+08
1026,782,3,2,27549.1,349.404,36.8,1.10E+08
1026,781,3,2,31032.4,370.896,32.4,1.24E+08
1026,780,3,2,31514.9,484.113,32,1.26E+08
1026,779,3,2,45866.4,22331.7,25.7,1.83E+08
1026,778,3,2,30273.8,370.988,33.2,1.21E+08
1026,777,3,2,30662.2,475.972,32.8,1.23E+08
1026,776,3,2,30211.1,515.48,33.4,1.21E+08
1026,775,3,2,29966.9,236.653,33.5,1.20E+08
1026,774,3,2,29927.1,477.747,33.6,1.20E+08
1026,773,3,2,27244.1,308.859,37.4,1.09E+08
1026,772,3,2,29906,463.691,33.8,1.20E+08
1026,771,3,2,45036,22214.3,26.2,1.80E+08
1026,770,3,2,29018.3,468.365,34.6,1.16E+08
1026,769,3,2,29334,242.402,34,1.17E+08
1026,768,3,2,29403.8,413.258,34,1.18E+08
1026,767,3,2,29184.2,240.459,34.3,1.17E+08
1026,766,3,2,29180.9,454.765,34.3,1.17E+08
1026,765,3,2,29256.9,335.697,34.2,1.17E+08
1026,764,3,2,26493.5,525.855,38,1.06E+08
1026,763,3,2,29389.4,364.468,33.8,1.18E+08
1026,762,3,2,29203.3,596.319,34.3,1.17E+08
1026,761,3,2,43292.3,22019.7,27.6,1.73E+08
1026,760,3,2,28570.5,1562.22,35.6,1.14E+08
1026,759,3,2,29507.7,1100.45,34.1,1.18E+08
1026,758,3,2,28368.6,271.254,35.2,1.13E+08
1026,757,3,2,27436.9,374.513,36.9,1.10E+08
1026,756,3,2,42301.2,19806.8,27.9,1.69E+08
1026,755,3,2,23798.9,308.589,42.4,9.52E+07
1026,754,3,2,27144.7,286.463,37.4,1.09E+08
1026,753,3,2,27434.8,297.812,36.8,1.10E+08
1026,752,3,2,44485.2,25949.6,27.7,1.78E+08
1026,751,3,2,22489.5,407.943,44.8,9.00E+07
1026,750,3,2,28063,600.617,35.9,1.12E+08
1026,749,3,2,27356.5,478.825,36.9,1.09E+08
1026,748,3,2,27104.2,928.452,37.3,1.08E+08
1026,747,3,2,24385.6,408.079,41.3,9.75E+07
1026,746,3,2,40905.8,18556.8,28.7,1.64E+08
1026,745,3,2,25908.4,180.718,39.6,1.04E+08
1026,744,3,2,42330.2,24418.4,28.9,1.69E+08
1026,743,3,2,27193.7,1225.84,37.3,1.09E+08
1026,742,3,2,26798.4,477.547,37.6,1.07E+08
1026,741,3,2,26815.3,737.178,37.6,1.07E+08
1026,740,3,2,25569.4,421.711,39.4,1.02E+08
1026,739,3,2,23025,395.822,44,9.21E+07
1026,738,3,2,22706.9,262.369,44.8,9.08E+07
1026,737,3,2,25233.9,580.319,40.2,1.01E+08
1026,736,3,2,26444.5,903.882,38.1,1.06E+08
1026,735,3,2,31633.6,18715.1,37,1.27E+08
1026,734,3,2,29606,8948.53,36.5,1.18E+08
1026,733,3,2,25993.6,462.34,38.9,1.04E+08
1026,732,3,2,26534.2,463.785,37.9,1.06E+08
1026,731,3,2,25912.3,625.815,39.1,1.04E+08
1026,730,3,2,37686,18876,32.3,1.51E+08
1026,729,3,2,25081.8,356.779,40.4,1.00E+08
1026,728,3,2,25006.6,140.217,40.3,1.00E+08
1026,727,3,2,24665.3,272.176,40.8,9.87E+07
1026,726,3,2,19553.2,203.582,52,7.82E+07
1026,725,3,2,26001.3,565.1,39.2,1.04E+08
1026,724,3,2,25188.4,343.538,40.3,1.01E+08
1026,723,3,2,24417.5,327.305,41.2,9.77E+07
1026,722,3,2,22143.1,541.068,45.8,8.86E+07
1026,721,3,2,24393.5,407.877,41.5,9.76E+07
1026,720,3,2,24587.1,725.165,41,9.84E+07
